Workshop Name,PoleStudio,Workshop Seite Eversports,Version
PoleNick Alltime Favorites Intermediate,La,https://www.eversports.de/e/course/GDq1iX6qO,2023-04-21 00:46:26
"PoleNick ,,Newbies‘‘ Beginner",La,https://www.eversports.de/e/course/SEHF8UXvO,2023-04-21 00:46:26
Signature Tricks mit Aerial Allie,Pole,https://www.eversports.de/e/workshop/jRw8eBA4-,2023-04-21 00:46:29
Static Kombos mit Lea,Pole,https://www.eversports.de/e/workshop/qBVCfYWAV,2023-04-21 00:46:29
High Heels Flow mit Lea,Pole,https://www.eversports.de/e/workshop/6iXGNtubv,2023-04-21 00:46:29
Pole Beginner 2 WS,Polea,https://www.eversports.de/e/workshop/pZziw-xej,2023-04-21 00:46:29
Pole Beginner 1 WS,Polea,https://www.eversports.de/e/workshop/jHRdFXapr,2023-04-21 00:46:29
Intro to Handstand,Polearize,https://www.eversports.de/e/workshop/JP6LFvHw0,2023-04-21 00:46:29
Chairdance,PoleathletiX,https://www.eversports.de/e/workshop/G1nu0kpTz,2023-04-21 00:46:29
Step Aerobic – Fatburn-Power ,PoleathletiX,https://www.eversports.de/e/workshop/_pOCTF_QM,2023-04-21 00:46:29
Pole meets Contemporary ,PoleCreation,https://www.eversports.de/e/workshop/pFVhZFRIi,2023-04-21 00:46:29
Pole meets Contemporary ,PoleCreation,https://www.eversports.de/e/workshop/KjVwEKuKe,2023-04-21 00:46:29
Kids & Teens Pole,POLEDANCE,https://www.eversports.de/e/workshop/lmFd4zZKE,2023-04-21 00:46:27
Intro to Exotic Pole,PoleRoom,https://www.eversports.de/e/workshop/48b8_aV_F,2023-04-21 00:46:31
Poledance Einsteiger Workshop - 4 Wochen,PoleRoom,https://www.eversports.de/e/workshop/ZIMc3H2rz,2023-04-21 00:46:31
Chair on Heels | Workshop | Teil 1 ,Pure,https://www.eversports.de/e/workshop/kMshVtTxD,2023-04-21 00:46:31
Chair on Heels | Workshop | Teil 2,Pure,https://www.eversports.de/e/workshop/jLdZe1Wv3,2023-04-21 00:46:31
SPECIAL DAY - FLOWY VINYASA,Royal,https://www.eversports.de/e/workshop/6h0UuEAnC,2023-04-21 00:46:32
SPECIAL DAY - ACRO CHAIR BURLESQUE mit JANA,Royal,https://www.eversports.de/e/workshop/T6ZJ9hqr4,2023-04-21 00:46:32
SPECIAL DAY - HANDSTAND mit Ivan Yaher,Royal,https://www.eversports.de/e/workshop/L2R4yo1UW,2023-04-21 00:46:32
SPECIAL DAY - ACROBATIC DUO with Ivan Yaher,Royal,https://www.eversports.de/e/workshop/lyPGQGhyr,2023-04-21 00:46:32
 KIRA NOIRE - DEADLIFT TECHNIQUES,Royal,https://www.eversports.de/e/workshop/szNF1253W,2023-04-21 00:46:32
KIRA NOIRE - STRIP PLASTIQUE,Royal,https://www.eversports.de/e/workshop/Iab5khYmt,2023-04-21 00:46:32
 KIRA NOIRE - EXOTIC POLE TRICKS,Royal,https://www.eversports.de/e/workshop/8eTWGWFFv,2023-04-21 00:46:32
KIRA NOIRE - EXOTIC HOT CHOREO,Royal,https://www.eversports.de/e/workshop/feXpSjD2F,2023-04-21 00:46:32
Special: Hula Hoop Flow Beginner,schwerelos,https://www.eversports.de/e/workshop/j-gigLDvN,2023-04-21 00:46:33
Heel Pole Low Flow Beginner | mit Malwina,schwerelos,https://www.eversports.de/e/workshop/QTSIAGxIK,2023-04-21 00:46:33
Heelcrobatic CHOREO Intermediate | mit Malwina,schwerelos,https://www.eversports.de/e/workshop/SMb7WmkyV,2023-04-21 00:46:33
Special: Chair & Strip,schwerelos,https://www.eversports.de/e/workshop/utx7HMd0Q,2023-04-21 00:46:33
Special: Aerial Hoop Choreo | Basic,schwerelos,https://www.eversports.de/e/workshop/cGXdhr0Pb,2023-04-21 00:46:33
Special: Aerial Hoop Choreo |Intermediate,schwerelos,https://www.eversports.de/e/workshop/BniPOydBt,2023-04-21 00:46:33
Heel Pole Low Flow Beginner | mit Malwina,schwerelos,https://www.eversports.de/e/workshop/xFOuI3xea,2023-04-21 00:46:33
Heelcrobatic CHOREO Intermediate | mit Malwina,schwerelos,https://www.eversports.de/e/workshop/bKmad8FbI,2023-04-21 00:46:33
Pole Dance Fortgeschrittene 1 Teil 2 (zweistündig),Schönheitstanz,https://www.eversports.de/e/workshop/IGy8-tRQZ,2023-04-21 00:46:33
"Burlesque-Workshop ""sexy Floorwork"" mit Tania Grovio ",Schönheitstanz,https://www.eversports.de/e/workshop/NTKbuNt8J,2023-04-21 00:46:33
Lap Dance & Strip 'n' Tease Workshop ,Schönheitstanz,https://www.eversports.de/e/workshop/vxpd0niDE,2023-04-21 00:46:33
Lap Dance & Strip 'n' Tease ONLINE,Schönheitstanz,https://www.eversports.de/e/workshop/WIiSb5dg1,2023-04-21 00:46:33
Pole Embodiment (und traumasensibles Training) mit Yara Mar,Schönheitstanz,https://www.eversports.de/e/workshop/LCUUb_2_y,2023-04-21 00:46:33
Pole Poetics - Yara Mar,Schönheitstanz,https://www.eversports.de/e/workshop/ER0zQ_dpO,2023-04-21 00:46:33
Pole Poetics - Yara Mar,Schönheitstanz,https://www.eversports.de/e/workshop/VFbxTA0N-,2023-04-21 00:46:33
Pole Poetics - Yara Mar,Schönheitstanz,https://www.eversports.de/e/workshop/e2ozXvmIf,2023-04-21 00:46:33
Pole Dance Anfänger 1 Kurs ,Schönheitstanz,https://www.eversports.de/e/workshop/HUorJFjfx,2023-04-21 00:46:33
Burlesque Anfängerworkshop mit Lady Lou ( Zweistündig ),Schönheitstanz,https://www.eversports.de/e/workshop/FHCKYUiH4,2023-04-21 00:46:33
Burlesque Anfängerworkshop mit Lady Lou,Schönheitstanz,https://www.eversports.de/e/workshop/3NL5wOMYS,2023-04-21 00:46:33
Burlesque Mittelstufenworkshop mit Lady Lou,Schönheitstanz,https://www.eversports.de/e/workshop/gBaP72xpq,2023-04-21 00:46:33
Burlesque Anfängerworkshop mit Lady Lou ( Zweistündig ) Teil 2,Schönheitstanz,https://www.eversports.de/e/workshop/Cms6P_dvl,2023-04-21 00:46:33
Lap Dance Teil 2 ONLINE,Schönheitstanz,https://www.eversports.de/e/workshop/8FXiuS8_E,2023-04-21 00:46:33
Lap Dance Teil 2,Schönheitstanz,https://www.eversports.de/e/workshop/iw3RDXcnL,2023-04-21 00:46:33
Selbstverteidigung speziell für Frauen Anfängerkurs,Schönheitstanz,https://www.eversports.de/e/workshop/06XhZ5mz9,2023-04-21 00:46:33
Jenna Wilsons High Heel Walk & Dance Kurs ,Schönheitstanz,https://www.eversports.de/e/workshop/0K6smsHO3,2023-04-21 00:46:33
Twerk Basics,Schönheitstanz,https://www.eversports.de/e/workshop/T0zqcJzpt,2023-04-21 00:46:33
Twerk Basics Onlinekurs,Schönheitstanz,https://www.eversports.de/e/workshop/k_EtoRhzP,2023-04-21 00:46:33
Bedroom Burlesque mit Lady Lou THEMA: tba ONLINE,Schönheitstanz,https://www.eversports.de/e/workshop/cGbDoasJb,2023-04-21 00:46:33
Bedroom Burlesque mit Lady Lou THEMA: tba,Schönheitstanz,https://www.eversports.de/e/workshop/j_jkhqdxZ,2023-04-21 00:46:33
Lap Dance & Strip 'n' Tease Workshop ,Schönheitstanz,https://www.eversports.de/e/workshop/uHZYWxiZz,2023-04-21 00:46:33
Lap Dance & Strip 'n' Tease Online Workshop ,Schönheitstanz,https://www.eversports.de/e/workshop/OjGR_JBOx,2023-04-21 00:46:33
Burlesque Anfängerworkshop mit Lady Lou,Schönheitstanz,https://www.eversports.de/e/workshop/JM4nctfos,2023-04-21 00:46:33
Pole Dance Anfänger 1 Kurs ,Schönheitstanz,https://www.eversports.de/e/workshop/enJqnNcMo,2023-04-21 00:46:33
Vorbereitung für dein Fotoshooting ,Seemannsbraut,https://www.eversports.de/e/workshop/7rFKxizij,2023-04-21 00:46:33
"Ent-wicklung Handstand, Das Gleichgewicht auf Händen finden",Seemannsbraut,https://www.eversports.de/e/workshop/iiFA6UA0n,2023-04-21 00:46:33
Einsteiger-Workshop,Star,https://www.eversports.de/e/workshop/nsiFKzs2v,2023-04-21 00:46:34
Flexibility- Front Split Shapes,Vertical,https://www.eversports.de/e/workshop/dAe0W63bv,2023-04-21 00:46:35
Contemporary Poledance,Vertical,https://www.eversports.de/e/workshop/ne2NieW5G,2023-04-21 00:46:35
Shoulder Mobility (4 Wochen Intensivkurs),Yoga,https://www.eversports.de/e/workshop/uJcCoTaKv,2023-04-21 00:46:36
Floor Pole Shapes Online Workshop (Intermediate Level) ,Yoga,https://www.eversports.de/e/workshop/tx-_485PK,2023-04-21 00:46:36
Hip Mobility (4 Wochen Intensivkurs),Yoga,https://www.eversports.de/e/workshop/69oCVwxsO,2023-04-21 00:46:36
Spinning Pole Combos Einsteiger Online Workshop,Yoga,https://www.eversports.de/e/workshop/R3VflUB-G,2023-04-21 00:46:36
Yoga Rad Fortgeschrittene Online Workshop,Yoga,https://www.eversports.de/e/workshop/uLOMWc_ox,2023-04-21 00:46:36
Split & Straddle Technik Online Workshop ,Yoga,https://www.eversports.de/e/workshop/6HjnBPeOE,2023-04-21 00:46:36
 Yoga Rad Online Workshop: Schwerpunkt Backbends ,Yoga,https://www.eversports.de/e/workshop/qWwvQ8wm6,2023-04-21 00:46:36
4 Wochen Online Intensivkurs: Inversions ,Yoga,https://www.eversports.de/e/workshop/YO8CD_tJi,2023-04-21 00:46:36
Atemtechniken Online Workshop ,Yoga,https://www.eversports.de/e/workshop/v4j4ZnWFW,2023-04-21 00:46:36
Aerial Yoga | Alle Level (120 Min.) 49€ p.P.,aerialflow,https://www.eversports.de/e/workshop/L4J3LvFS-,2023-04-21 00:51:39
Teens Circus | Luftakrobatik für Teenies 35€ p.P.,aerialflow,https://www.eversports.de/e/workshop/2Z7k2Uxjh,2023-04-21 00:51:39
"Exotic Pole Choreo | Externer Beginner Workshop by ""Alexandra Po"" 45€",aerialflow,https://www.eversports.de/e/workshop/ocz15aUrk,2023-04-21 00:51:39
Silk Mini Choreo (Beg./Int.),AIRobics,https://www.eversports.de/e/workshop/QaE6rQp4-,2023-04-21 00:51:40
Elegant Pole Combo (Beginners),AIRobics,https://www.eversports.de/e/workshop/5D4VyOGRg,2023-04-21 00:51:40
Musical Dance (All Levels),AIRobics,https://www.eversports.de/e/workshop/N5How40JW,2023-04-21 00:51:40
Pole Power Tricks (Int./Adv.),AIRobics,https://www.eversports.de/e/workshop/9W9Yd45l6,2023-04-21 00:51:40
Sexy Pole Choreo (All Levels),AIRobics,https://www.eversports.de/e/workshop/ecWLvxCKA,2023-04-21 00:51:40
Aerial Yoga & Stretch (All Levels),AIRobics,https://www.eversports.de/e/workshop/4NzxSWm-T,2023-04-21 00:51:40
Energetic Pole Combo (Intermediate),AIRobics,https://www.eversports.de/e/workshop/KIrKTpz2H,2023-04-21 00:51:40
Front- & Middlesplit Stretching (All Levels),AIRobics,https://www.eversports.de/e/workshop/jx8bzqdYN,2023-04-21 00:51:40
Silk Mini Drops & Saltos (Intermediate),AIRobics,https://www.eversports.de/e/workshop/D8oZq31LB,2023-04-21 00:51:40
Urban Dance (All Levels),AIRobics,https://www.eversports.de/e/workshop/4ZryDf5g3,2023-04-21 00:51:40
Dynamic Static Pole (Int./Adv.),AIRobics,https://www.eversports.de/e/workshop/tGmtMUawU,2023-04-21 00:51:40
Backbend Stretching (All Levels),AIRobics,https://www.eversports.de/e/workshop/OXSt71Hbq,2023-04-21 00:51:40
Sexy Hoop Choreo (Beginners),AIRobics,https://www.eversports.de/e/workshop/1mFu5XyHi,2023-04-21 00:51:40
Double Trouble: Pole & Hoop Doubles (All Levels),AIRobics,https://www.eversports.de/e/workshop/qBTTLinaz,2023-04-21 00:51:40
Impressive Pole Handstands (All Levels),AIRobics,https://www.eversports.de/e/workshop/2cf1FMtZ-,2023-04-21 00:51:40
Hammock Mini Choreo (Beginners),AIRobics,https://www.eversports.de/e/workshop/f3gqricJC,2023-04-21 00:51:40
Power Hoop & Drops (Intermediate),AIRobics,https://www.eversports.de/e/workshop/sUS-p7fpT,2023-04-21 00:51:40
Stunning Pole (Fake) Splits (Beg./Int.),AIRobics,https://www.eversports.de/e/workshop/Tdt3RvbyV,2023-04-21 00:51:40
Pole Mini Choreo (Beginners),AIRobics,https://www.eversports.de/e/workshop/lD4asREMG,2023-04-21 00:51:40
"Pole Handspring, Pegasus & Flips (Int./Adv.)",AIRobics,https://www.eversports.de/e/workshop/ZpTaIytyi,2023-04-21 00:51:40
Pole Workshops mit Pole Nick,Annaconda,https://www.eversports.de/e/workshop/tA8FQeiJi,2023-04-21 00:51:40
POLE DANCE I Probestunde,BALANCE,https://www.eversports.de/e/workshop/w71WU7l63,2023-04-21 00:51:40
 ACRO YOGA I 7.5.23,BALANCE,https://www.eversports.de/e/workshop/g6EEILusE,2023-04-21 00:51:40
AERIAL HOOP I Probestunde,BALANCE,https://www.eversports.de/e/workshop/SwtmTSjBW,2023-04-21 00:51:40
AERIAL FUN mit dem Tuch I ab 10 Jahre ,BALANCE,https://www.eversports.de/e/workshop/-NFd3-_2E,2023-04-21 00:51:40
POLE HANDSPRINGS & Vorbereitung ,BALANCE,https://www.eversports.de/e/workshop/AMs-fuA_f,2023-04-21 00:51:40
Rücken & Frontsplit Special ,Da,https://www.eversports.de/e/workshop/J_zl4SV-k,2023-04-21 00:51:41
Magic Spinning Combos ,Da,https://www.eversports.de/e/workshop/zbGwBniyk,2023-04-21 00:51:41
Exotic Low Flow,Da,https://www.eversports.de/e/workshop/I-5P6DhRX,2023-04-21 00:51:41
Floorwork chill your Base 2.0,Da,https://www.eversports.de/e/workshop/VMupi3nsw,2023-04-21 00:51:41
Pole Probestunde,Flexx,https://www.eversports.de/e/workshop/JFrMo9YVz,2023-04-21 00:51:41
PoleNick Alltime Favorites Intermediate,La,https://www.eversports.de/e/course/GDq1iX6qO,2023-04-21 00:51:42
"PoleNick ,,Newbies‘‘ Beginner",La,https://www.eversports.de/e/course/SEHF8UXvO,2023-04-21 00:51:42
Signature Tricks mit Aerial Allie,Pole,https://www.eversports.de/e/workshop/jRw8eBA4-,2023-04-21 00:51:45
Static Kombos mit Lea,Pole,https://www.eversports.de/e/workshop/qBVCfYWAV,2023-04-21 00:51:45
High Heels Flow mit Lea,Pole,https://www.eversports.de/e/workshop/6iXGNtubv,2023-04-21 00:51:45
Pole Beginner 2 WS,Polea,https://www.eversports.de/e/workshop/pZziw-xej,2023-04-21 00:51:45
Pole Beginner 1 WS,Polea,https://www.eversports.de/e/workshop/jHRdFXapr,2023-04-21 00:51:45
Intro to Handstand,Polearize,https://www.eversports.de/e/workshop/JP6LFvHw0,2023-04-21 00:51:45
Chairdance,PoleathletiX,https://www.eversports.de/e/workshop/G1nu0kpTz,2023-04-21 00:51:46
Step Aerobic – Fatburn-Power ,PoleathletiX,https://www.eversports.de/e/workshop/_pOCTF_QM,2023-04-21 00:51:46
Pole meets Contemporary ,PoleCreation,https://www.eversports.de/e/workshop/pFVhZFRIi,2023-04-21 00:51:46
Pole meets Contemporary ,PoleCreation,https://www.eversports.de/e/workshop/KjVwEKuKe,2023-04-21 00:51:46
Kids & Teens Pole,POLEDANCE,https://www.eversports.de/e/workshop/lmFd4zZKE,2023-04-21 00:51:42
Intro to Exotic Pole,PoleRoom,https://www.eversports.de/e/workshop/48b8_aV_F,2023-04-21 00:51:47
Poledance Einsteiger Workshop - 4 Wochen,PoleRoom,https://www.eversports.de/e/workshop/ZIMc3H2rz,2023-04-21 00:51:47
Chair on Heels | Workshop | Teil 1 ,Pure,https://www.eversports.de/e/workshop/kMshVtTxD,2023-04-21 00:51:47
Chair on Heels | Workshop | Teil 2,Pure,https://www.eversports.de/e/workshop/jLdZe1Wv3,2023-04-21 00:51:47
SPECIAL DAY - FLOWY VINYASA,Royal,https://www.eversports.de/e/workshop/6h0UuEAnC,2023-04-21 00:51:48
SPECIAL DAY - ACRO CHAIR BURLESQUE mit JANA,Royal,https://www.eversports.de/e/workshop/T6ZJ9hqr4,2023-04-21 00:51:48
SPECIAL DAY - HANDSTAND mit Ivan Yaher,Royal,https://www.eversports.de/e/workshop/L2R4yo1UW,2023-04-21 00:51:48
SPECIAL DAY - ACROBATIC DUO with Ivan Yaher,Royal,https://www.eversports.de/e/workshop/lyPGQGhyr,2023-04-21 00:51:48
 KIRA NOIRE - DEADLIFT TECHNIQUES,Royal,https://www.eversports.de/e/workshop/szNF1253W,2023-04-21 00:51:48
KIRA NOIRE - STRIP PLASTIQUE,Royal,https://www.eversports.de/e/workshop/Iab5khYmt,2023-04-21 00:51:48
 KIRA NOIRE - EXOTIC POLE TRICKS,Royal,https://www.eversports.de/e/workshop/8eTWGWFFv,2023-04-21 00:51:48
KIRA NOIRE - EXOTIC HOT CHOREO,Royal,https://www.eversports.de/e/workshop/feXpSjD2F,2023-04-21 00:51:48
Special: Hula Hoop Flow Beginner,schwerelos,https://www.eversports.de/e/workshop/j-gigLDvN,2023-04-21 00:51:49
Heel Pole Low Flow Beginner | mit Malwina,schwerelos,https://www.eversports.de/e/workshop/QTSIAGxIK,2023-04-21 00:51:49
Heelcrobatic CHOREO Intermediate | mit Malwina,schwerelos,https://www.eversports.de/e/workshop/SMb7WmkyV,2023-04-21 00:51:49
Special: Chair & Strip,schwerelos,https://www.eversports.de/e/workshop/utx7HMd0Q,2023-04-21 00:51:49
Special: Aerial Hoop Choreo | Basic,schwerelos,https://www.eversports.de/e/workshop/cGXdhr0Pb,2023-04-21 00:51:49
Special: Aerial Hoop Choreo |Intermediate,schwerelos,https://www.eversports.de/e/workshop/BniPOydBt,2023-04-21 00:51:49
Heel Pole Low Flow Beginner | mit Malwina,schwerelos,https://www.eversports.de/e/workshop/xFOuI3xea,2023-04-21 00:51:49
Heelcrobatic CHOREO Intermediate | mit Malwina,schwerelos,https://www.eversports.de/e/workshop/bKmad8FbI,2023-04-21 00:51:49
Pole Dance Fortgeschrittene 1 Teil 2 (zweistündig),Schönheitstanz,https://www.eversports.de/e/workshop/IGy8-tRQZ,2023-04-21 00:51:49
"Burlesque-Workshop ""sexy Floorwork"" mit Tania Grovio ",Schönheitstanz,https://www.eversports.de/e/workshop/NTKbuNt8J,2023-04-21 00:51:49
Lap Dance & Strip 'n' Tease Workshop ,Schönheitstanz,https://www.eversports.de/e/workshop/vxpd0niDE,2023-04-21 00:51:49
Lap Dance & Strip 'n' Tease ONLINE,Schönheitstanz,https://www.eversports.de/e/workshop/WIiSb5dg1,2023-04-21 00:51:49
Pole Embodiment (und traumasensibles Training) mit Yara Mar,Schönheitstanz,https://www.eversports.de/e/workshop/LCUUb_2_y,2023-04-21 00:51:49
Pole Poetics - Yara Mar,Schönheitstanz,https://www.eversports.de/e/workshop/ER0zQ_dpO,2023-04-21 00:51:49
Pole Poetics - Yara Mar,Schönheitstanz,https://www.eversports.de/e/workshop/VFbxTA0N-,2023-04-21 00:51:49
Pole Poetics - Yara Mar,Schönheitstanz,https://www.eversports.de/e/workshop/e2ozXvmIf,2023-04-21 00:51:49
Pole Dance Anfänger 1 Kurs ,Schönheitstanz,https://www.eversports.de/e/workshop/HUorJFjfx,2023-04-21 00:51:49
Burlesque Anfängerworkshop mit Lady Lou ( Zweistündig ),Schönheitstanz,https://www.eversports.de/e/workshop/FHCKYUiH4,2023-04-21 00:51:49
Burlesque Anfängerworkshop mit Lady Lou,Schönheitstanz,https://www.eversports.de/e/workshop/3NL5wOMYS,2023-04-21 00:51:49
Burlesque Mittelstufenworkshop mit Lady Lou,Schönheitstanz,https://www.eversports.de/e/workshop/gBaP72xpq,2023-04-21 00:51:49
Burlesque Anfängerworkshop mit Lady Lou ( Zweistündig ) Teil 2,Schönheitstanz,https://www.eversports.de/e/workshop/Cms6P_dvl,2023-04-21 00:51:49
Lap Dance Teil 2 ONLINE,Schönheitstanz,https://www.eversports.de/e/workshop/8FXiuS8_E,2023-04-21 00:51:49
Lap Dance Teil 2,Schönheitstanz,https://www.eversports.de/e/workshop/iw3RDXcnL,2023-04-21 00:51:49
Selbstverteidigung speziell für Frauen Anfängerkurs,Schönheitstanz,https://www.eversports.de/e/workshop/06XhZ5mz9,2023-04-21 00:51:49
Jenna Wilsons High Heel Walk & Dance Kurs ,Schönheitstanz,https://www.eversports.de/e/workshop/0K6smsHO3,2023-04-21 00:51:49
Twerk Basics,Schönheitstanz,https://www.eversports.de/e/workshop/T0zqcJzpt,2023-04-21 00:51:49
Twerk Basics Onlinekurs,Schönheitstanz,https://www.eversports.de/e/workshop/k_EtoRhzP,2023-04-21 00:51:49
Bedroom Burlesque mit Lady Lou THEMA: tba ONLINE,Schönheitstanz,https://www.eversports.de/e/workshop/cGbDoasJb,2023-04-21 00:51:49
Bedroom Burlesque mit Lady Lou THEMA: tba,Schönheitstanz,https://www.eversports.de/e/workshop/j_jkhqdxZ,2023-04-21 00:51:49
Lap Dance & Strip 'n' Tease Workshop ,Schönheitstanz,https://www.eversports.de/e/workshop/uHZYWxiZz,2023-04-21 00:51:49
Lap Dance & Strip 'n' Tease Online Workshop ,Schönheitstanz,https://www.eversports.de/e/workshop/OjGR_JBOx,2023-04-21 00:51:49
Burlesque Anfängerworkshop mit Lady Lou,Schönheitstanz,https://www.eversports.de/e/workshop/JM4nctfos,2023-04-21 00:51:49
Pole Dance Anfänger 1 Kurs ,Schönheitstanz,https://www.eversports.de/e/workshop/enJqnNcMo,2023-04-21 00:51:49
Vorbereitung für dein Fotoshooting ,Seemannsbraut,https://www.eversports.de/e/workshop/7rFKxizij,2023-04-21 00:51:49
"Ent-wicklung Handstand, Das Gleichgewicht auf Händen finden",Seemannsbraut,https://www.eversports.de/e/workshop/iiFA6UA0n,2023-04-21 00:51:49
Einsteiger-Workshop,Star,https://www.eversports.de/e/workshop/nsiFKzs2v,2023-04-21 00:51:50
Flexibility- Front Split Shapes,Vertical,https://www.eversports.de/e/workshop/dAe0W63bv,2023-04-21 00:51:51
Contemporary Poledance,Vertical,https://www.eversports.de/e/workshop/ne2NieW5G,2023-04-21 00:51:51
Shoulder Mobility (4 Wochen Intensivkurs),Yoga,https://www.eversports.de/e/workshop/uJcCoTaKv,2023-04-21 00:51:51
Floor Pole Shapes Online Workshop (Intermediate Level) ,Yoga,https://www.eversports.de/e/workshop/tx-_485PK,2023-04-21 00:51:51
Hip Mobility (4 Wochen Intensivkurs),Yoga,https://www.eversports.de/e/workshop/69oCVwxsO,2023-04-21 00:51:51
Spinning Pole Combos Einsteiger Online Workshop,Yoga,https://www.eversports.de/e/workshop/R3VflUB-G,2023-04-21 00:51:51
Yoga Rad Fortgeschrittene Online Workshop,Yoga,https://www.eversports.de/e/workshop/uLOMWc_ox,2023-04-21 00:51:51
Split & Straddle Technik Online Workshop ,Yoga,https://www.eversports.de/e/workshop/6HjnBPeOE,2023-04-21 00:51:51
 Yoga Rad Online Workshop: Schwerpunkt Backbends ,Yoga,https://www.eversports.de/e/workshop/qWwvQ8wm6,2023-04-21 00:51:51
4 Wochen Online Intensivkurs: Inversions ,Yoga,https://www.eversports.de/e/workshop/YO8CD_tJi,2023-04-21 00:51:51
Atemtechniken Online Workshop ,Yoga,https://www.eversports.de/e/workshop/v4j4ZnWFW,2023-04-21 00:51:51
Aerial Yoga | Alle Level (120 Min.) 49€ p.P.,aerialflow,https://www.eversports.de/e/workshop/L4J3LvFS-,2023-04-21 00:56:24
Teens Circus | Luftakrobatik für Teenies 35€ p.P.,aerialflow,https://www.eversports.de/e/workshop/2Z7k2Uxjh,2023-04-21 00:56:24
"Exotic Pole Choreo | Externer Beginner Workshop by ""Alexandra Po"" 45€",aerialflow,https://www.eversports.de/e/workshop/ocz15aUrk,2023-04-21 00:56:24
Silk Mini Choreo (Beg./Int.),AIRobics,https://www.eversports.de/e/workshop/QaE6rQp4-,2023-04-21 00:56:25
Elegant Pole Combo (Beginners),AIRobics,https://www.eversports.de/e/workshop/5D4VyOGRg,2023-04-21 00:56:25
Musical Dance (All Levels),AIRobics,https://www.eversports.de/e/workshop/N5How40JW,2023-04-21 00:56:25
Pole Power Tricks (Int./Adv.),AIRobics,https://www.eversports.de/e/workshop/9W9Yd45l6,2023-04-21 00:56:25
Sexy Pole Choreo (All Levels),AIRobics,https://www.eversports.de/e/workshop/ecWLvxCKA,2023-04-21 00:56:25
Aerial Yoga & Stretch (All Levels),AIRobics,https://www.eversports.de/e/workshop/4NzxSWm-T,2023-04-21 00:56:25
Energetic Pole Combo (Intermediate),AIRobics,https://www.eversports.de/e/workshop/KIrKTpz2H,2023-04-21 00:56:25
Front- & Middlesplit Stretching (All Levels),AIRobics,https://www.eversports.de/e/workshop/jx8bzqdYN,2023-04-21 00:56:25
Silk Mini Drops & Saltos (Intermediate),AIRobics,https://www.eversports.de/e/workshop/D8oZq31LB,2023-04-21 00:56:25
Urban Dance (All Levels),AIRobics,https://www.eversports.de/e/workshop/4ZryDf5g3,2023-04-21 00:56:25
Dynamic Static Pole (Int./Adv.),AIRobics,https://www.eversports.de/e/workshop/tGmtMUawU,2023-04-21 00:56:25
Backbend Stretching (All Levels),AIRobics,https://www.eversports.de/e/workshop/OXSt71Hbq,2023-04-21 00:56:25
Sexy Hoop Choreo (Beginners),AIRobics,https://www.eversports.de/e/workshop/1mFu5XyHi,2023-04-21 00:56:25
Double Trouble: Pole & Hoop Doubles (All Levels),AIRobics,https://www.eversports.de/e/workshop/qBTTLinaz,2023-04-21 00:56:25
Impressive Pole Handstands (All Levels),AIRobics,https://www.eversports.de/e/workshop/2cf1FMtZ-,2023-04-21 00:56:25
Hammock Mini Choreo (Beginners),AIRobics,https://www.eversports.de/e/workshop/f3gqricJC,2023-04-21 00:56:25
Power Hoop & Drops (Intermediate),AIRobics,https://www.eversports.de/e/workshop/sUS-p7fpT,2023-04-21 00:56:25
Stunning Pole (Fake) Splits (Beg./Int.),AIRobics,https://www.eversports.de/e/workshop/Tdt3RvbyV,2023-04-21 00:56:25
Pole Mini Choreo (Beginners),AIRobics,https://www.eversports.de/e/workshop/lD4asREMG,2023-04-21 00:56:25
"Pole Handspring, Pegasus & Flips (Int./Adv.)",AIRobics,https://www.eversports.de/e/workshop/ZpTaIytyi,2023-04-21 00:56:25
Pole Workshops mit Pole Nick,Annaconda,https://www.eversports.de/e/workshop/tA8FQeiJi,2023-04-21 00:56:25
POLE DANCE I Probestunde,BALANCE,https://www.eversports.de/e/workshop/w71WU7l63,2023-04-21 00:56:25
 ACRO YOGA I 7.5.23,BALANCE,https://www.eversports.de/e/workshop/g6EEILusE,2023-04-21 00:56:25
AERIAL HOOP I Probestunde,BALANCE,https://www.eversports.de/e/workshop/SwtmTSjBW,2023-04-21 00:56:25
AERIAL FUN mit dem Tuch I ab 10 Jahre ,BALANCE,https://www.eversports.de/e/workshop/-NFd3-_2E,2023-04-21 00:56:25
POLE HANDSPRINGS & Vorbereitung ,BALANCE,https://www.eversports.de/e/workshop/AMs-fuA_f,2023-04-21 00:56:25
Rücken & Frontsplit Special ,Da,https://www.eversports.de/e/workshop/J_zl4SV-k,2023-04-21 00:56:26
Magic Spinning Combos ,Da,https://www.eversports.de/e/workshop/zbGwBniyk,2023-04-21 00:56:26
Exotic Low Flow,Da,https://www.eversports.de/e/workshop/I-5P6DhRX,2023-04-21 00:56:26
